framework,section_name,cre_id,hub_name,hierarchy_path,hub_description_preview,verdict,notes
ATLAS,Validate AI Model,555-083,Testing against backdoor poisoning,Development processes for security > Verification > AI security assurance & validation > Testing against backdoor poisoning,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Validate AI Model,011-322,Testing against evasion,Development processes for security > Verification > AI security assurance & validation > Testing against evasion,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Validate AI Model,532-102,Testing against model inversion,Development processes for security > Verification > AI security assurance & validation > Testing against model inversion,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Validate AI Model,011-087,Testing against membership inference,Development processes for security > Verification > AI security assurance & validation > Testing against membership inference,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Validate AI Model,663-550,Testing against model theft by inference,Development processes for security > Verification > AI security assurance & validation > Testing against model theft by inference,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Validate AI Model,043-703,Testing against sensitive data extraction by inference,Development processes for security > Verification > AI security assurance & validation > Testing against sensitive data extraction by inference,,weak,Too narrow: Validate AI Model is a broad validation activity and this hub is only one security test subtype. Better broad fit: 364-516 AI security assurance & validation.
ATLAS,Adversarial Input Detection,536-158,Testing against direct prompt injection,Development processes for security > Verification > AI security assurance & validation > Testing against direct prompt injection,,wrong,"Adversarial input detection is a runtime detection control, not a development test against direct prompt injection. Better: 843-475 Prompt injection I/O handling."
ATLAS,Adversarial Input Detection,483-253,Testing against indirect prompt injection,Development processes for security > Verification > AI security assurance & validation > Testing against indirect prompt injection,,wrong,"Adversarial input detection is a runtime detection control, not a development test against indirect prompt injection. Better: 843-475 Prompt injection I/O handling."
ATLAS,LLM Prompt Injection: Direct,686-110,Direct prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Direct prompt injection,,correct,clean fit.
ATLAS,LLM Prompt Injection: Indirect,012-625,Indirect prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Indirect prompt injection,,correct,clean fit.
ATLAS,Evade AI Model,370-877,Evasion (e.g. adversarial examples),Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Evasion (e.g. adversarial examples),,correct,clean fit.
ATLAS,Poison Training Data,481-710,AI model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning,,weak,"Too broad: Poison Training Data points specifically to poisoned training data, while this parent includes runtime, development time, data, and supply chain poisoning. Better: 615-663 Data poisoning of train/finetune/augmentation data."
ATLAS,Manipulate AI Model: Poison AI Model,867-642,Direct development-time model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct development-time model poisoning,,correct,clean fit.
ATLAS,Exfiltration via AI Inference API,475-586,Training data confidentiality threats through inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference,,weak,Too narrow: inference API exfiltration can target training data and the model itself; this parent covers only training data inference leakage. No single CRE hub captures both facets.
ATLAS,Exfiltration via AI Inference API: Invert AI Model,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,correct,clean fit.
ATLAS,Exfiltration via AI Inference API: Infer Training Data Membership,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,correct,clean fit.
ATLAS,Data from Information Repositories,077-772,Direct training or test data leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Direct training or test data leak,,weak,Too narrow: data from information repositories is broader than direct training or test data leakage. Better when the repository is a RAG or knowledge source: 173-554 Augmentation data leak.
ATLAS,Exfiltration via AI Inference API: Extract AI Model,267-786,Model confidentiality threats,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats,,weak,"Too broad: Extract AI Model via inference points to indirect model extraction, not the full model confidentiality threat parent. Better: 141-385 Model exfiltration."
ATLAS,AI Artifact Collection,342-781,Direct development-time model leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Direct development-time model leak,,weak,"Too narrow: AI artifact collection can span development, runtime, model, and data artifacts. Better broad fit: 267-786 Model confidentiality threats when model artifacts are the target."
ATLAS,Denial of AI Service,230-318,AI resource exhaustion attack,Cross-cutting concerns > Protection against AI-Specfic Threats > AI resource exhaustion attack,,correct,clean fit.
NIST-AI,Limiting user queries,187-083,Rate limiting against AI input attacks,Technical application security controls > Technical AI security controls > Secure AI inference > Generic input attack controls at inference > Rate limiting against AI input attacks,,correct,clean fit.
NIST-AI,Randomized smoothing,342-641,Anomalous AI input handling,Technical application security controls > Technical AI security controls > Secure AI inference > Generic input attack controls at inference > Anomalous AI input handling,,wrong,"Randomized smoothing is an input transformation robustness technique, not anomaly handling. Better: 641-760 AI Input distortion."
NIST-AI,Detection techniques,843-475,Prompt injection I/O handling,Technical application security controls > Technical AI security controls > Secure AI inference > Specific input attack controls at inference > Prompt injection I/O handling,,correct,clean fit.
NIST-AI,Availability Violations,108-316,AI resource exhaustion input handling,Technical application security controls > Technical AI security controls > Secure AI inference > Specific input attack controls at inference > AI resource exhaustion input handling,,wrong,"Availability violations are an attack impact category, not a specific inference input handling control. Better: 230-318 AI resource exhaustion attack."
NIST-AI,Filtering retrieved inputs,106-447,Prompt input segregation,Technical application security controls > Technical AI security controls > Secure AI inference > Prompt input segregation,,weak,"Close but imprecise: filtering retrieved inputs is RAG content filtering for indirect prompt injection, not structural prompt segregation. Better: 843-475 Prompt injection I/O handling."
NIST-AI,Randomized smoothing,641-760,AI Input distortion,Technical application security controls > Technical AI security controls > Secure AI inference > AI Input distortion,,correct,clean fit.
NIST-AI,AI Supply Chain Attacks and Mitigations,881-234,AI supply chain management,Technical application security controls > Technical AI security controls > AI engineering controls > AI supply chain management,,correct,clean fit.
NIST-AI,AI Supply Chain Mitigations,852-770,AI model supply chain management,Technical application security controls > Technical AI security controls > AI engineering controls > AI supply chain management > AI model supply chain management,,correct,clean fit.
NIST-AI,AI Supply Chain Mitigations,423-055,Data supply chain management,Technical application security controls > Technical AI security controls > AI engineering controls > AI supply chain management > Data supply chain management,,correct,clean fit.
NIST-AI,AI Supply Chain Mitigations,883-173,Model hosting supply chain mannagement,Technical application security controls > Technical AI security controls > AI engineering controls > AI supply chain management > Model hosting supply chain mannagement,,correct,clean fit.
NIST-AI,Privacy Attacks,077-235,Model input leak,"Cross-cutting concerns > Protection against AI-Specfic Threats > Conventional threats to AI input, output and augmentation data > Model input leak",,wrong,"Privacy Attacks cover membership inference, reconstruction, extraction, and leakage, not model input leak alone. Better broad fit: 220-870 Training data confidentiality threats."
NIST-AI,Adversarial training,467-215,Adversarial robust distillation,Technical application security controls > Technical AI security controls > AI engineering controls > Evasion-preventing training > Adversarial robust distillation,,wrong,Adversarial training is not adversarial robust distillation; CRE has a direct hub. Better: 408-838 Adversarial training.
NIST-AI,Adversarial training,408-838,Adversarial training,Technical application security controls > Technical AI security controls > AI engineering controls > Evasion-preventing training > Adversarial training,,correct,clean fit.
NIST-AI,Training for alignment,860-723,GenAI model alignment,Technical application security controls > Technical AI security controls > AI engineering controls > GenAI model alignment,,correct,clean fit.
NIST-AI,Targeted Poisoning,615-663,Data poisoning of train/finetune/augmentation data,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Data poisoning of train/finetune/augmentation data,,correct,clean fit.
NIST-AI,AI Supply Chain - Poisoning Attacks,701-654,Supply-chain model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Supply-chain model poisoning,,correct,clean fit.
NIST-AI,Data Reconstruction,044-202,Data disclosure in model output,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Data disclosure in model output,,wrong,"Data reconstruction is an inference privacy attack, not direct sensitive data disclosure in normal output. Better: 034-540 Model inversion / Membership inference."
NIST-AI,Model Extraction,141-385,Model exfiltration,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Model exfiltration,,correct,clean fit.
NIST-AI,Availability Poisoning,567-025,Train data distortion,Technical application security controls > Technical AI security controls > AI engineering controls > Weakening training set backdoors > Train data distortion,,wrong,Availability poisoning is a poisoning attack; train data distortion is a backdoor weakening mitigation. Better: 615-663 Data poisoning of train/finetune/augmentation data.
NIST-AI,Availability Poisoning,444-058,Benign train data increase,Technical application security controls > Technical AI security controls > AI engineering controls > Weakening training set backdoors > Benign train data increase,,wrong,"Availability poisoning is an attack, while benign train data increase is a mitigation against backdoors. Better: 615-663 Data poisoning of train/finetune/augmentation data."
NIST-AI,Backdoor Poisoning,788-323,Model size reduction,Technical application security controls > Technical AI security controls > AI engineering controls > Weakening training set backdoors > Model size reduction,,wrong,"Backdoor poisoning is an attack, while model size reduction is a mitigation technique. Better: 615-663 Data poisoning of train/finetune/augmentation data."
NIST-AI,Backdoor Poisoning,854-183,Benign fine-tuning and pruning,Technical application security controls > Technical AI security controls > AI engineering controls > Weakening training set backdoors > Benign fine-tuning and pruning,,wrong,"Backdoor poisoning is an attack, while benign fine tuning and pruning is a mitigation technique. Better: 615-663 Data poisoning of train/finetune/augmentation data."
NIST-AI,Differential privacy,058-443,Data minimization,Technical application security controls > Technical AI security controls > AI impact reduction controls > AI data reduction > Data minimization,,wrong,"Differential privacy transforms or bounds data leakage; it is not data minimization, which reduces collection or processing scope. Better for training data: 488-626 Training data obfuscation."
NIST-AI,Prompt instruction and formatting techniques,333-480,Impact limitation of unwanted model behaviour,Technical application security controls > Technical AI security controls > AI impact reduction controls > Impact limitation of unwanted model behaviour,,weak,"Too broad: prompt instruction and formatting techniques are prompt boundary and formatting controls, not the whole impact limitation family. Better: 106-447 Prompt input segregation."
NIST-AI,An LLM moderator,205-522,Automated AI oversight,Technical application security controls > Technical AI security controls > AI impact reduction controls > Impact limitation of unwanted model behaviour > Automated AI oversight,,correct,clean fit.
NIST-AI,Formal verification,130-171,Runtime model io integrity controls,Technical application security controls > Technical AI security controls > Conventional AI security controls on AI assets > Runtime model io integrity controls,,wrong,"Formal verification is a development assurance method, not runtime model I/O integrity. Better broad fit: 364-516 AI security assurance & validation."
NIST-AI,Differential privacy,768-532,Model input confidentiality controls,Technical application security controls > Technical AI security controls > Conventional AI security controls on AI assets > Model input confidentiality controls,,weak,"Too narrow: Differential privacy spans training, inputs, outputs, and sometimes augmentation data; this hub captures only one application area. No single CRE hub captures differential privacy as a complete concept."
NIST-AI,Differential privacy,430-722,Encode model output,Technical application security controls > Technical AI security controls > Conventional AI security controls on AI assets > Encode model output,,weak,"Too narrow: Differential privacy spans training, inputs, outputs, and sometimes augmentation data; this hub captures only one application area. No single CRE hub captures differential privacy as a complete concept."
NIST-AI,Differential privacy,440-372,Augmentation data confidentiality controls,Technical application security controls > Technical AI security controls > Conventional AI security controls on AI assets > Augmentation data confidentiality controls,,weak,"Too narrow: Differential privacy spans training, inputs, outputs, and sometimes augmentation data; this hub captures only one application area. No single CRE hub captures differential privacy as a complete concept."
NIST-AI,Poisoning Attacks,173-554,Augmentation data leak,"Cross-cutting concerns > Protection against AI-Specfic Threats > Conventional threats to AI input, output and augmentation data > Augmentation data leak",,wrong,"Poisoning attacks are integrity attacks, not augmentation data leakage. Better broad fit: 481-710 AI model poisoning."
NIST-AI,Integrity Violations,217-163,Augmentation data manipulation,"Cross-cutting concerns > Protection against AI-Specfic Threats > Conventional threats to AI input, output and augmentation data > Augmentation data manipulation",,weak,Too narrow: Integrity Violations cover more than augmentation data manipulation. Better broad fit: 061-753 AI model behaviour integrity threats.
NIST-AI,An LLM moderator,202-604,Human AI oversight,Technical application security controls > Technical AI security controls > AI impact reduction controls > Impact limitation of unwanted model behaviour > Human AI oversight,,wrong,"An LLM moderator is automated moderation, not human oversight. Better: 205-522 Automated AI oversight."
NIST-AI,Reinforcement learning from human feedback (RLHF),202-604,Human AI oversight,Technical application security controls > Technical AI security controls > AI impact reduction controls > Impact limitation of unwanted model behaviour > Human AI oversight,,wrong,"RLHF is a model alignment training technique, not operational human oversight. Better: 860-723 GenAI model alignment."
NIST-AI,Model Poisoning,020-540,Direct runtime model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct runtime model poisoning,,weak,"Too narrow: Model Poisoning covers data, supply chain, runtime, and development time poisoning, not only direct runtime poisoning. Better: 481-710 AI model poisoning."
NIST-AI,Model Extraction,182-732,Direct runtime model leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Direct runtime model leak,,wrong,"Model extraction is indirect exfiltration through behavior or queries, not direct runtime exposure of model artifacts. Better: 141-385 Model exfiltration."
NIST-AI,Formal verification,011-322,Testing against evasion,Development processes for security > Verification > AI security assurance & validation > Testing against evasion,,weak,Too narrow: Formal verification is a broad assurance method and this hub is only one verification target. Better broad fit: 364-516 AI security assurance & validation.
NIST-AI,Formal verification,043-703,Testing against sensitive data extraction by inference,Development processes for security > Verification > AI security assurance & validation > Testing against sensitive data extraction by inference,,weak,Too narrow: Formal verification is a broad assurance method and this hub is only one verification target. Better broad fit: 364-516 AI security assurance & validation.
NIST-AI,Formal verification,536-158,Testing against direct prompt injection,Development processes for security > Verification > AI security assurance & validation > Testing against direct prompt injection,,weak,Too narrow: Formal verification is a broad assurance method and this hub is only one verification target. Better broad fit: 364-516 AI security assurance & validation.
NIST-AI,Direct Prompt Injection Attacks,686-110,Direct prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Direct prompt injection,,correct,clean fit.
NIST-AI,Indirect Prompt Injection Attacks,012-625,Indirect prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Indirect prompt injection,,correct,clean fit.
NIST-AI,Evasion Attacks,370-877,Evasion (e.g. adversarial examples),Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Evasion (e.g. adversarial examples),,correct,clean fit.
NIST-AI,Model Poisoning,867-642,Direct development-time model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct development-time model poisoning,,weak,"Too narrow: Model Poisoning covers data, supply chain, runtime, and development time poisoning, not only direct development time poisoning. Better: 481-710 AI model poisoning."
NIST-AI,Membership Inference,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,correct,clean fit.
NIST-AI,Model Extraction,342-781,Direct development-time model leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Direct development-time model leak,,wrong,"Model extraction is indirect exfiltration through behavior or queries, not a direct development time model leak. Better: 141-385 Model exfiltration."
NIST-AI,Availability Violations,230-318,AI resource exhaustion attack,Cross-cutting concerns > Protection against AI-Specfic Threats > AI resource exhaustion attack,,correct,clean fit.
LLM-T10,Data and Model Poisoning,615-663,Data poisoning of train/finetune/augmentation data,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Data poisoning of train/finetune/augmentation data,,correct,clean fit.
LLM-T10,Supply Chain,701-654,Supply-chain model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Supply-chain model poisoning,,weak,"Too narrow: Supply Chain covers model, data, plugin, component, and service dependencies, while this hub covers model poisoning only. Better broad fit: 881-234 AI supply chain management."
LLM-T10,Sensitive Information Disclosure,044-202,Data disclosure in model output,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Data disclosure in model output,,correct,clean fit.
LLM-T10,Improper Output Handling,044-202,Data disclosure in model output,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Data disclosure in model output,,wrong,"Improper Output Handling is downstream misuse of untrusted model output, not sensitive data disclosure. Better: 780-757 Model output contains conventional injection."
LLM-T10,Improper Output Handling,780-757,Model output contains conventional injection,"Cross-cutting concerns > Protection against AI-Specfic Threats > Conventional threats to AI input, output and augmentation data > Model output contains conventional injection",,correct,clean fit.
LLM-T10,Data and Model Poisoning,020-540,Direct runtime model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct runtime model poisoning,,weak,"Too narrow: Data and Model Poisoning covers several poisoning paths, not only direct runtime model poisoning. Better: 481-710 AI model poisoning."
LLM-T10,Prompt Injection,686-110,Direct prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Direct prompt injection,,correct,clean fit.
LLM-T10,Prompt Injection,012-625,Indirect prompt injection,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Indirect prompt injection,,correct,clean fit.
LLM-T10,Data and Model Poisoning,481-710,AI model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning,,correct,clean fit.
LLM-T10,Data and Model Poisoning,867-642,Direct development-time model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct development-time model poisoning,,weak,Too narrow: Data and Model Poisoning is broader than direct development time model poisoning. Better: 481-710 AI model poisoning.
LLM-T10,Sensitive Information Disclosure,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,weak,Close but broad: Sensitive Information Disclosure includes many leakage modes; this hub only covers model inversion and membership inference. Better broad fit: 220-870 Training data confidentiality threats.
LLM-T10,Sensitive Information Disclosure,077-772,Direct training or test data leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Direct training or test data leak,,correct,clean fit.
LLM-T10,Unbounded Consumption,230-318,AI resource exhaustion attack,Cross-cutting concerns > Protection against AI-Specfic Threats > AI resource exhaustion attack,,correct,clean fit.
ML-T10,Data Poisoning Attack,615-663,Data poisoning of train/finetune/augmentation data,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Data poisoning of train/finetune/augmentation data,,correct,clean fit.
ML-T10,AI Supply Chain Attacks,701-654,Supply-chain model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Supply-chain model poisoning,,weak,"Too narrow: AI Supply Chain Attacks include data, model, dependency, and hosting compromise; this hub covers supply chain model poisoning only. Better broad fit: 881-234 AI supply chain management."
ML-T10,Model Theft,141-385,Model exfiltration,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Model exfiltration,,correct,clean fit.
ML-T10,Model Poisoning,020-540,Direct runtime model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct runtime model poisoning,,weak,"Too narrow: Model Poisoning includes data, runtime, development time, and supply chain paths. Better: 481-710 AI model poisoning."
ML-T10,Model Theft,182-732,Direct runtime model leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Direct runtime model leak,,weak,Too narrow: Model Theft includes indirect extraction and direct artifact leakage; this hub covers direct runtime leakage only. Better broad fit: 267-786 Model confidentiality threats.
ML-T10,Input Manipulation Attack,370-877,Evasion (e.g. adversarial examples),Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model behaviour integrity threats through inference > Evasion (e.g. adversarial examples),,correct,clean fit.
ML-T10,Model Poisoning,867-642,Direct development-time model poisoning,Cross-cutting concerns > Protection against AI-Specfic Threats > AI model behaviour integrity threats > AI model poisoning > Direct development-time model poisoning,,weak,"Too narrow: Model Poisoning includes data, runtime, development time, and supply chain paths. Better: 481-710 AI model poisoning."
ML-T10,Model Inversion Attack,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,correct,clean fit.
ML-T10,Membership Inference Attack,034-540,Model inversion / Membership inference,Cross-cutting concerns > Protection against AI-Specfic Threats > Training data confidentiality threats > Training data confidentiality threats through inference > Model inversion / Membership inference,,correct,clean fit.
ML-T10,Model Theft,342-781,Direct development-time model leak,Cross-cutting concerns > Protection against AI-Specfic Threats > Model confidentiality threats > Direct development-time model leak,,weak,Too narrow: Model Theft includes indirect extraction and runtime leakage; this hub covers development time direct leakage only. Better broad fit: 267-786 Model confidentiality threats.
